,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
6697,far,far,21,,distance,distance,22,27,answers-20111108105559AAkQd38_ans-0004
6698,great,great,8,,film,film,9,21,answers-20111108105559AAkQd38_ans-0005
6699,only,only,14,,time,time,15,21,answers-20111108105559AAkQd38_ans-0005
6700,bleak,bleak,4,,,,,59,answers-20111108105559AAkQd38_ans-0007
6701,eerie,eerie,6,covered,,,,59,answers-20111108105559AAkQd38_ans-0007
6702,exposed,exposed,10,covered,,,,59,answers-20111108105559AAkQd38_ans-0007
6703,covered,covered,13,exposed,,,,59,answers-20111108105559AAkQd38_ans-0007
6704,rich,rich,35,,farmlands,farmland,36,59,answers-20111108105559AAkQd38_ans-0007
6705,religious,religious,7,,sites,site,8,17,answers-20111108105559AAkQd38_ans-0008
6706,beautiful,beautiful,6,,,,,26,answers-20111108105559AAkQd38_ans-0009
6707,purple,purple,9,,heather,heather,10,26,answers-20111108105559AAkQd38_ans-0009
6708,much,much,19,,wildlife,wildlife,20,26,answers-20111108105559AAkQd38_ans-0009
6709,many,many,22,,species,species,23,26,answers-20111108105559AAkQd38_ans-0009
6710,western,western,4,heavy,appy,appy,6,18,answers-20111108094323AARaBJ5_ans-0001
6711,heavy,heavy,10,western,appy,appy,6,18,answers-20111108094323AARaBJ5_ans-0001
6712,left,left,13,,lead,lead,14,18,answers-20111108094323AARaBJ5_ans-0001
6713,heavy,heavy,5,,,,,13,answers-20111108094323AARaBJ5_ans-0002
6714,left,left,8,,lead,lead,9,13,answers-20111108094323AARaBJ5_ans-0002
6715,next,next,10,,,,,13,answers-20111108094323AARaBJ5_ans-0003
6716,essential,essential,20,,,,,27,answers-20111108094323AARaBJ5_ans-0006
6717,little,little,35,,bit,bit,36,52,answers-20111108094323AARaBJ5_ans-0007
6718,bigger,bigger,37,,circle,circle,38,52,answers-20111108094323AARaBJ5_ans-0007
6719,enough,enough,44,,balance,balance,45,52,answers-20111108094323AARaBJ5_ans-0007
6720,small,small,48,,circles,circle,52,52,answers-20111108094323AARaBJ5_ans-0007
6721,small,small,50,,,,,52,answers-20111108094323AARaBJ5_ans-0007
6722,new,new,2,DIGITAL,CAMERA,camera,6,8,answers-20111108075853AAUIKRQ_ans-0001
6723,DIGITAL,digital,5,new,CAMERA,camera,6,8,answers-20111108075853AAUIKRQ_ans-0001
6724,new,new,10,digital,camera,camera,14,44,answers-20111108075853AAUIKRQ_ans-0002
6725,digital,digital,13,new,camera,camera,14,44,answers-20111108075853AAUIKRQ_ans-0002
6726,gud,gud,4,,option,option,5,12,answers-20111108075853AAUIKRQ_ans-0004
6727,casual,casual,7,,,,,12,answers-20111108075853AAUIKRQ_ans-0004
6728,formal,formal,9,,functions,function,10,12,answers-20111108075853AAUIKRQ_ans-0004
6729,comparable,comparable,3,,,,,9,answers-20111108075853AAUIKRQ_ans-0006
6730,wide,wide,11,optical,zoom,zoom,13,14,answers-20111108075853AAUIKRQ_ans-0007
6731,optical,optical,12,wide,zoom,zoom,13,14,answers-20111108075853AAUIKRQ_ans-0007
6732,Digital,digital,7,,Camera,camera,8,19,answers-20111108075853AAUIKRQ_ans-0009
6733,special,special,17,,effects,effect,18,19,answers-20111108075853AAUIKRQ_ans-0009
6734,worth,worth,4,,,,,9,answers-20111108075853AAUIKRQ_ans-0010
6735,more,more,5,,,,,9,answers-20111108075853AAUIKRQ_ans-0010
6736,satisfied,satisfied,4,,,,,5,answers-20111108075853AAUIKRQ_ans-0011
6737,good,good,2,,camera,camera,3,10,answers-20111108075853AAUIKRQ_ans-0012
6738,plain,plain,6,,point,point,7,10,answers-20111108075853AAUIKRQ_ans-0012
6739,dead,dead,1,,pixel,pixel,2,6,answers-20111108083309AAg9jwT_ans-0001
6740,dead,dead,33,,pixel,pixel,34,44,answers-20111108083309AAg9jwT_ans-0002
6741,wrong,wrong,39,,,,,44,answers-20111108083309AAg9jwT_ans-0002
6742,normal,normal,4,,,,,5,answers-20111108083309AAg9jwT_ans-0006
6743,sure,sure,3,,,,,11,answers-20111108083309AAg9jwT_ans-0007
6744,manual,manual,5,,focus,focus,6,11,answers-20111108083309AAg9jwT_ans-0008
6745,light,light,7,close,subject,subject,9,29,answers-20111108083309AAg9jwT_ans-0009
6746,close,close,10,light,subject,subject,9,29,answers-20111108083309AAg9jwT_ans-0009
6747,long,long,15,,exposure,exposure,16,29,answers-20111108083309AAg9jwT_ans-0009
6748,smallest,smallest,18,,aperture,aperture,19,29,answers-20111108083309AAg9jwT_ans-0009
6749,only,only,16,,thing,thing,17,19,answers-20111108083309AAg9jwT_ans-0010
6750,rid,rid,14,,function,function,7,35,answers-20111108083309AAg9jwT_ans-0012
6751,most,most,18,,sensors,sensor,19,35,answers-20111108083309AAg9jwT_ans-0012
6752,few,few,22,dead,pixels,pixel,26,35,answers-20111108083309AAg9jwT_ans-0012
6753,dead,dead,23,few,pixels,pixel,26,35,answers-20111108083309AAg9jwT_ans-0012
6754,long,long,33,,exposures,exposure,34,35,answers-20111108083309AAg9jwT_ans-0012
6755,skilled,skilled,3,,migrant,migrant,4,6,answers-20111106155648AAvG7DN_ans-0001
6756,skilled,skilled,6,,worker,worker,8,48,answers-20111106155648AAvG7DN_ans-0002
6757,same,same,23,,sector,sector,24,48,answers-20111106155648AAvG7DN_ans-0002
6758,other,other,36,,work,work,37,48,answers-20111106155648AAvG7DN_ans-0002
6759,own,own,46,,field,field,47,48,answers-20111106155648AAvG7DN_ans-0002
6760,little,little,9,,butterfly,butterfly,10,10,answers-20111106155648AAvG7DN_ans-0004
6761,preferable,preferable,4,,,,,14,answers-20111106155648AAvG7DN_ans-0005
6762,similar,similar,14,,,,,14,answers-20111106155648AAvG7DN_ans-0005
6763,skilled,skilled,8,,migrant,migrant,9,11,answers-20111106155648AAvG7DN_ans-0006
6764,specific,specific,15,,sector,sector,16,17,answers-20111106155648AAvG7DN_ans-0007
6765,skilled,skilled,30,,migrant,migrant,31,33,answers-20111106155648AAvG7DN_ans-0009
6766,best,best,7,,restaurant,restaurant,8,15,answers-20111106153454AAgT9Df_ans-0001
6767,red,red,3,,line,line,4,12,answers-20111106153454AAgT9Df_ans-0003
6768,more,more,3,,blocks,block,4,9,answers-20111106153454AAgT9Df_ans-0005
6769,THAI,thai,1,ASIAN,FOOD,food,2,5,answers-20111106153454AAgT9Df_ans-0007
6770,ASIAN,asian,4,THAI,FOOD,food,2,5,answers-20111106153454AAgT9Df_ans-0007
6771,BEST,best,1,,PLACE,place,2,4,answers-20111106153454AAgT9Df_ans-0008
6772,expensive,expensive,6,,,,,10,answers-20111106153454AAgT9Df_ans-0011
6773,full,full,8,,meal,meal,9,17,answers-20111106153454AAgT9Df_ans-0012
6774,good,good,14,,dinner,dinner,16,17,answers-20111106153454AAgT9Df_ans-0012
6775,best,best,3,,way,way,4,9,answers-20111106153454AAgT9Df_ans-0013
6776,small,small,8,,neighborhood,neighborhood,9,23,answers-20111106153454AAgT9Df_ans-0015
6777,large,large,20,corporate,chains,chain,22,23,answers-20111106153454AAgT9Df_ans-0015
6778,corporate,corporate,21,large,chains,chain,22,23,answers-20111106153454AAgT9Df_ans-0015
6779,wrong,wrong,6,,,,,22,answers-20111106153454AAgT9Df_ans-0016
6780,local,local,13,,people,people,14,22,answers-20111106153454AAgT9Df_ans-0016
6781,poor,poor,4,,mouse,mouse,6,57,answers-20111108101816AAdTp9M_ans-0002
6782,able,able,19,,,,,57,answers-20111108101816AAdTp9M_ans-0002
6783,unresponsive,unresponsive,41,,,,,57,answers-20111108101816AAdTp9M_ans-0002
6784,poor,poor,7,,dears,dear,8,17,answers-20111108101816AAdTp9M_ans-0004
6785,slow,slow,11,painful,death,death,13,17,answers-20111108101816AAdTp9M_ans-0004
6786,painful,painful,12,slow,death,death,13,17,answers-20111108101816AAdTp9M_ans-0004
6787,exact,exact,4,,poison,poison,5,8,answers-20111108101816AAdTp9M_ans-0005
6788,common,common,2,,one,one,3,16,answers-20111108101816AAdTp9M_ans-0006
6789,only,only,21,humane,method,method,25,29,answers-20111108101816AAdTp9M_ans-0008
6790,humane,humane,23,only,method,method,25,29,answers-20111108101816AAdTp9M_ans-0008
6791,invasive,invasive,27,,animals,animal,28,29,answers-20111108101816AAdTp9M_ans-0008
6792,quick,quick,2,,cure,cure,3,12,answers-20111108101816AAdTp9M_ans-0009
6793,long,long,6,,list,list,7,25,answers-20111107194625AAAUBXm_ans-0003
6794,best,best,23,,friend,friend,24,25,answers-20111107194625AAAUBXm_ans-0003
6795,homemade,homemade,5,,things,thing,6,7,answers-20111107194625AAAUBXm_ans-0004
6796,artistic,artistic,4,,,,,17,answers-20111107194625AAAUBXm_ans-0005
6797,much,much,5,,money,money,6,15,answers-20111107194625AAAUBXm_ans-0006
6798,few,few,8,,problems,problem,9,10,answers-20111107194625AAAUBXm_ans-0008
6799,fragile,fragile,11,,,,,12,answers-20111107194625AAAUBXm_ans-0010
6800,good,good,7,,way,way,8,9,answers-20111107194625AAAUBXm_ans-0011
6801,cheap,cheap,6,,way,way,7,20,answers-20111107194625AAAUBXm_ans-0014
6802,minor,minor,12,,percent,percent,14,28,answers-20111107194625AAAUBXm_ans-0015
6803,acrylic,acrylic,27,,paint,paint,28,28,answers-20111107194625AAAUBXm_ans-0015
6804,young,young,2,,cat,cat,3,12,answers-20111108105225AAAJ9ek_ans-0001
6805,good,good,1,,idea,idea,2,3,answers-20111108105225AAAJ9ek_ans-0002
6806,old,old,8,,kitten,kitten,9,15,answers-20111108105225AAAJ9ek_ans-0003
6807,outside,outside,5,,cat,cat,6,12,answers-20111108105225AAAJ9ek_ans-0005
6808,good,good,4,,,,,8,answers-20111108105225AAAJ9ek_ans-0006
6809,inside,inside,5,,cat,cat,8,22,answers-20111108105225AAAJ9ek_ans-0012
6810,outside,outside,7,,,,,22,answers-20111108105225AAAJ9ek_ans-0012
6811,0nside,0nside,19,,cats,cat,20,22,answers-20111108105225AAAJ9ek_ans-0012
6812,outside,outside,10,,time,time,11,21,answers-20111108105225AAAJ9ek_ans-0013
6813,depressed,depressed,14,,,,,28,answers-20111108105225AAAJ9ek_ans-0016
6814,mean,mean,16,sick,,,,28,answers-20111108105225AAAJ9ek_ans-0016
6815,sick,sick,18,mean,,,,28,answers-20111108105225AAAJ9ek_ans-0016
6816,ok,ok,4,,,,,5,answers-20111108092738AA2dtyW_ans-0003
6817,best,best,2,,bet,bet,3,16,answers-20111108092738AA2dtyW_ans-0005
6818,fine,fine,11,,,,,24,answers-20111108092738AA2dtyW_ans-0006
6819,long,long,8,,time,time,9,15,answers-20111108092738AA2dtyW_ans-0007
6820,open,open,5,,,,,14,answers-20111108092738AA2dtyW_ans-0008
6821,fresh,fresh,10,,air,air,11,14,answers-20111108092738AA2dtyW_ans-0008
6822,damp,damp,13,,cloth,cloth,4,19,answers-20111108092738AA2dtyW_ans-0010
6823,micro-fiber,micro-fiber,6,,cloth,cloth,7,10,answers-20111108092738AA2dtyW_ans-0011
6824,excellent,excellent,9,,,,,10,answers-20111108092738AA2dtyW_ans-0011
6825,fantastic,fantastic,8,,,,,30,answers-20111108092738AA2dtyW_ans-0012
6826,strong,strong,8,,fragrance,fragrance,11,20,answers-20111108092738AA2dtyW_ans-0013
6827,wrong,wrong,5,,RP,rp,1,19,answers-20110721164531AA3BGSJ_ans-0001
6828,stupid,stupid,17,,,,,19,answers-20110721164531AA3BGSJ_ans-0001
6829,stupid,stupid,16,,,,,23,answers-20110721164531AA3BGSJ_ans-0014
6830,stupid,stupid,21,,situations,situation,22,23,answers-20110721164531AA3BGSJ_ans-0014
6831,curious,curious,6,,EDIT,edit,1,7,answers-20110721164531AA3BGSJ_ans-0019
6832,worse,worse,8,,,,,10,answers-20110721164531AA3BGSJ_ans-0021
6833,better,better,5,,,,,8,answers-20110721164531AA3BGSJ_ans-0022
6834,irish,irish,18,,dongle,dongle,22,25,answers-20111108104015AAGxHNm_ans-0001
6835,able,able,16,,,,,39,answers-20111108104015AAGxHNm_ans-0002
6836,normall,normall,38,,,,,39,answers-20111108104015AAGxHNm_ans-0002
6837,free,free,7,,,,,15,answers-20111108104015AAGxHNm_ans-0004
6838,mobile,mobile,8,,broadband,broadband,9,15,answers-20111108104015AAGxHNm_ans-0006
6839,digital,digital,14,,,,,15,answers-20111108104015AAGxHNm_ans-0006
6840,sure,sure,14,,,,,32,answers-20111108104015AAGxHNm_ans-0007
6841,good,good,18,,brand,brand,19,32,answers-20111108104015AAGxHNm_ans-0007
6842,many,many,3,,friends,friend,4,15,answers-20111108104015AAGxHNm_ans-0010
6843,same,same,14,,,,,25,answers-20111108104015AAGxHNm_ans-0011
6844,newborn,newborn,8,,fish,fish,10,11,answers-20111108100918AATaSIx_ans-0001
6845,nervous,nervous,3,,,,,21,answers-20111108100918AATaSIx_ans-0002
6846,other,other,6,,fish,fish,7,21,answers-20111108100918AATaSIx_ans-0002
6847,bigger,bigger,17,,fish,fish,18,34,answers-20111108100918AATaSIx_ans-0004
6848,different,different,26,,tank,tank,27,34,answers-20111108100918AATaSIx_ans-0004
6849,natural,natural,3,,,,,24,answers-20111108100918AATaSIx_ans-0007
6850,overcrowded,overcrowded,23,,,,,24,answers-20111108100918AATaSIx_ans-0007
6851,baby,baby,13,,fish,fish,14,17,answers-20111108100918AATaSIx_ans-0008
6852,newborn,newborn,4,,fish,fish,5,8,answers-20111108100918AATaSIx_ans-0009
6853,certain,certain,10,,age,age,11,38,answers-20111108100918AATaSIx_ans-0010
6854,smaller,smaller,33,,tank,tank,34,38,answers-20111108100918AATaSIx_ans-0010
6855,EXTRA,extra,5,,pieces,piece,7,8,answers-20111019100027AAdxgXV_ans-0007
6856,Large,large,2,,Fries,fries,3,8,answers-20111019100027AAdxgXV_ans-0008
6857,most,most,2,,,,,13,answers-20111019100027AAdxgXV_ans-0009
6858,Large,large,2,,fries,fries,3,3,answers-20111019100027AAdxgXV_ans-0019
6859,Medium,medium,2,,Drink,drink,4,4,answers-20111019100027AAdxgXV_ans-0023
6860,bearded,bearded,1,,dragon,dragon,2,4,answers-20111108102621AA3hPqj_ans-0001
6861,stupid,stupid,4,,question,question,5,27,answers-20111108102621AA3hPqj_ans-0002
6862,hard,hard,26,,,,,27,answers-20111108102621AA3hPqj_ans-0002
6863,right,right,3,,,,,4,answers-20111108102621AA3hPqj_ans-0004
6864,hard,hard,21,soft,,,,31,answers-20111108102621AA3hPqj_ans-0005
6865,hard,hard,24,,,,,31,answers-20111108102621AA3hPqj_ans-0005
6866,soft,soft,30,hard,,,,31,answers-20111108102621AA3hPqj_ans-0005
6867,prickly,prickly,6,,,,,27,answers-20111108102621AA3hPqj_ans-0006
6868,bigger,bigger,6,,,,,23,answers-20111108102621AA3hPqj_ans-0007
6869,badder,badder,8,,,,,23,answers-20111108102621AA3hPqj_ans-0007
6870,hard,hard,5,,,,,6,answers-20111108102621AA3hPqj_ans-0008
6871,delicate,delicate,5,,,,,6,answers-20111108102621AA3hPqj_ans-0009
6872,bigger,bigger,24,,,,,29,answers-20111108102621AA3hPqj_ans-0010
6873,stupid,stupid,8,,,,,14,answers-20111108102621AA3hPqj_ans-0011
6874,enough,enough,9,,,,,14,answers-20111108102621AA3hPqj_ans-0011
6875,strong,strong,10,,pullers,puller,11,20,answers-20111108110437AA5JNkr_ans-0002
6876,ported,ported,8,,piece,piece,10,27,answers-20111108110437AA5JNkr_ans-0003
6877,more,more,19,,room,room,20,27,answers-20111108110437AA5JNkr_ans-0003
6878,precise,precise,5,,,,,32,answers-20111108110437AA5JNkr_ans-0004
6879,modern,modern,19,,ones,one,20,32,answers-20111108110437AA5JNkr_ans-0004
6880,lower,lower,2,stronger,,,,23,answers-20111108110437AA5JNkr_ans-0005
6881,stronger,stronger,7,,,,,23,answers-20111108110437AA5JNkr_ans-0005
6882,lower,lower,12,,,,,23,answers-20111108110437AA5JNkr_ans-0005
6883,stronger,stronger,16,lower,,,,23,answers-20111108110437AA5JNkr_ans-0005
6884,Useful,useful,1,,,,,20,answers-20111108110437AA5JNkr_ans-0006
6885,younger,younger,3,,kids,kid,4,20,answers-20111108110437AA5JNkr_ans-0006
6886,big,big,9,,,,,20,answers-20111108110437AA5JNkr_ans-0006
6887,enough,enough,10,,hands,hand,11,20,answers-20111108110437AA5JNkr_ans-0006
6888,strong,strong,5,,pullers,puller,6,7,answers-20111108110437AA5JNkr_ans-0007
6889,little,little,6,,leverage,leverage,7,11,answers-20111108110437AA5JNkr_ans-0008
6890,nice,nice,3,,,,,14,answers-20111108110437AA5JNkr_ans-0009
6891,little,little,9,,,,,14,answers-20111108110437AA5JNkr_ans-0009
6892,more,more,10,,,,,14,answers-20111108110437AA5JNkr_ans-0009
6893,vague,vague,5,,,,,13,answers-20111108110437AA5JNkr_ans-0010
6894,independent,independent,6,,hands,hand,7,26,answers-20111108110437AA5JNkr_ans-0011
6895,more,more,19,,dollars,dollar,10,29,answers-20111108082505AAtbdh9_ans-0003
6896,more,more,13,,,,,22,answers-20111108082505AAtbdh9_ans-0004
6897,Chinese,chinese,1,new,year,year,3,5,answers-20111108082505AAtbdh9_ans-0005
6898,new,new,2,Chinese,year,year,3,5,answers-20111108082505AAtbdh9_ans-0005
6899,extra,extra,19,,tips,tip,20,27,answers-20111108082505AAtbdh9_ans-0008
6900,happy,happy,2,,,,,14,answers-20111108082505AAtbdh9_ans-0010
6901,many,many,8,,,,,14,answers-20111108082505AAtbdh9_ans-0010
6902,exact,exact,10,same,sensor,sensor,12,18,answers-20111108082505AAtbdh9_ans-0011
6903,same,same,11,exact,sensor,sensor,12,18,answers-20111108082505AAtbdh9_ans-0011
6904,less,less,6,,,,,17,answers-20111108082505AAtbdh9_ans-0012
6905,same,same,13,,camera,camera,14,17,answers-20111108082505AAtbdh9_ans-0012
6906,basic,basic,7,,math,math,8,22,answers-20111108082505AAtbdh9_ans-0015
6907,uncommon,uncommon,59,,,,,89,answers-20111108085734AATXy0E_ans-0003
6908,set,set,64,,plaster,plaster,65,89,answers-20111108085734AATXy0E_ans-0003
6909,damp,damp,66,,,,,89,answers-20111108085734AATXy0E_ans-0003
6910,more,more,71,unset,plaster,plaster,73,89,answers-20111108085734AATXy0E_ans-0003
6911,unset,unset,72,more,plaster,plaster,73,89,answers-20111108085734AATXy0E_ans-0003
6912,warm,warm,7,,,,,15,answers-20111108085734AATXy0E_ans-0005
6913,hot,hot,9,hard,,,,15,answers-20111108085734AATXy0E_ans-0005
6914,hard,hard,14,hot,,,,15,answers-20111108085734AATXy0E_ans-0005
6915,set,set,14,,structure,structure,15,15,answers-20111108085734AATXy0E_ans-0006
6916,set,set,5,,mold,mold,7,47,answers-20111108085734AATXy0E_ans-0007
6917,dry,dry,19,,,,,47,answers-20111108085734AATXy0E_ans-0007
6918,wet,wet,23,soaking,,,,47,answers-20111108085734AATXy0E_ans-0007
6919,set,set,34,,mold,mold,36,47,answers-20111108085734AATXy0E_ans-0007
6920,soaking,soaking,43,wet,,,,47,answers-20111108085734AATXy0E_ans-0007
6921,damp,damp,45,wet,,,,47,answers-20111108085734AATXy0E_ans-0007
6922,wet,wet,46,damp,,,,47,answers-20111108085734AATXy0E_ans-0007
6923,Dwarf,dwarf,1,,Hamster,hamster,2,11,answers-20111108093211AA8bYFE_ans-0001
6924,Much,much,5,,Noise,noise,6,11,answers-20111108093211AA8bYFE_ans-0001
6925,dwarf,dwarf,5,,Hamster,hamster,6,77,answers-20111108093211AA8bYFE_ans-0002
6926,energetic,energetic,45,,,,,77,answers-20111108093211AA8bYFE_ans-0002
6927,next,next,53,,door,door,54,77,answers-20111108093211AA8bYFE_ans-0002
6928,sure,sure,4,,,,,46,answers-20111108093211AA8bYFE_ans-0003
6929,dwarf,dwarf,4,,hamster,hamster,5,15,answers-20111108093211AA8bYFE_ans-0008
6930,MORE,more,5,,noise,noise,6,17,answers-20111108093211AA8bYFE_ans-0009
6931,noiseless,noiseless,4,,,,,5,answers-20111108093211AA8bYFE_ans-0010
6932,few,few,2,,squeaks,squeak,3,17,answers-20111108093211AA8bYFE_ans-0011
6933,better,better,8,,,,,17,answers-20111108093211AA8bYFE_ans-0011
6934,full,full,11,,wrath,wrath,12,17,answers-20111108093211AA8bYFE_ans-0011
6935,bored,bored,15,,pet,pet,16,17,answers-20111108093211AA8bYFE_ans-0011
6936,few,few,18,big,ones,one,20,21,answers-20111108072912AAccket_ans-0009
6937,big,big,19,few,ones,one,20,21,answers-20111108072912AAccket_ans-0009
6938,fine,fine,14,,,,,25,answers-20111108072912AAccket_ans-0010
6939,normal,normal,17,,Office,office,19,25,answers-20111108072912AAccket_ans-0010
6940,big,big,22,,station,station,24,25,answers-20111108072912AAccket_ans-0010
6941,express,express,9,,train,train,10,12,answers-20111108072912AAccket_ans-0011
6942,more,more,9,,,,,34,answers-20111108072912AAccket_ans-0012
6943,actual,actual,17,,point,point,19,34,answers-20111108072912AAccket_ans-0012
6944,Indian,indian,3,,railways,railway,4,5,answers-20111108072912AAccket_ans-0014
6945,old,old,12,willing,,,,135,answers-20111108104228AA6z9uZ_ans-0002
6946,high,high,17,,,,,135,answers-20111108104228AA6z9uZ_ans-0002
6947,great,great,31,willing,,,,135,answers-20111108104228AA6z9uZ_ans-0002
6948,last,last,40,,job,job,41,135,answers-20111108104228AA6z9uZ_ans-0002
6949,better,better,59,,person,person,60,135,answers-20111108104228AA6z9uZ_ans-0002
6950,willing,willing,70,great,,,,135,answers-20111108104228AA6z9uZ_ans-0002
6951,much,much,115,,,,,135,answers-20111108104228AA6z9uZ_ans-0002
6952,huge,huge,4,,difference,difference,5,6,answers-20111108104228AA6z9uZ_ans-0004
6953,high,high,20,,graduate,graduate,22,23,answers-20111108104228AA6z9uZ_ans-0005
6954,perfect,perfect,8,,,,,9,answers-20111108104228AA6z9uZ_ans-0006
6955,full,full,12,,,,,17,answers-20111108104228AA6z9uZ_ans-0007
