,n_word,n_lemma,n_id,det,det_lemma,num,num_lemma,adj,num_adj,ncomp,ncomp_lemma,num_ncomp,nmod,nmod_lemma,num_nmod,sen_len,sen_id
27407,horses,horse,8,,,,,,,EPM,epm,1,,,,26,answers-20111108104724AAuBUR7_ans-0076
27408,signs,sign,17,,,,,mild,1,,,,,,,26,answers-20111108104724AAuBUR7_ans-0076
27409,racing,racing,25,,,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0076
27410,horse,horse,2,,,One,one,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0077
27411,lifetime,lifetime,6,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0077
27412,mark,mark,7,,,,,,,lifetime,lifetime,1,,,,13,answers-20111108104724AAuBUR7_ans-0077
27413,EPM,epm,12,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0077
27414,trotters,trotter,7,,,,,"big, long",2,,,,,,,19,answers-20111108104724AAuBUR7_ans-0078
27415,mile,mile,12,,,,,,,,,,,,,19,answers-20111108104724AAuBUR7_ans-0078
27416,tracks,track,13,,,,,,,mile,mile,1,,,,19,answers-20111108104724AAuBUR7_ans-0078
27417,mile,mile,18,,,2,2,,,,,,,,,19,answers-20111108104724AAuBUR7_ans-0078
27418,difference,difference,3,The,The,,,only,1,,,,,,,20,answers-20111108104724AAuBUR7_ans-0079
27419,EPM,epm,9,,,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0079
27420,horses,horse,10,the,the,,,,,EPM,epm,1,,,,20,answers-20111108104724AAuBUR7_ans-0079
27421,tracks,track,18,the,the,,,smaller,1,,,,,,,20,answers-20111108104724AAuBUR7_ans-0079
27422,coincidence,coincidence,5,,,,,,,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27423,fact,fact,8,the,the,,,,,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27424,trotters,trotter,12,those,those,,,"great, big",2,,,,backs,back,1,33,answers-20111108104724AAuBUR7_ans-0080
27425,backs,back,17,those,those,,,long,1,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27426,bit,bit,20,a,a,,,,,,,,coordination,coordination,1,33,answers-20111108104724AAuBUR7_ans-0080
27427,coordination,coordination,23,,,,,fine,1,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27428,bodies,body,28,those,those,,,gangly,1,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27429,turns,turn,32,those,those,,,tighter,1,,,,,,,33,answers-20111108104724AAuBUR7_ans-0080
27430,lot,lot,4,a,a,,,,,,,,studies,study,1,15,answers-20111108104724AAuBUR7_ans-0082
27431,EPM,epm,6,,,,,,,,,,,,,15,answers-20111108104724AAuBUR7_ans-0082
27432,studies,study,7,,,,,,,EPM,epm,1,,,,15,answers-20111108104724AAuBUR7_ans-0082
27433,touch,touch,11,,,,,,,,,,,,,23,answers-20111108104724AAuBUR7_ans-0083
27434,EPM,epm,14,,,,,,,,,,,,,23,answers-20111108104724AAuBUR7_ans-0083
27435,group,group,15,,,,,,,EPM,epm,1,,,,23,answers-20111108104724AAuBUR7_ans-0083
27436,guy,guy,19,this,this,,,,,,,,,,,23,answers-20111108104724AAuBUR7_ans-0083
27437,study,study,22,a,a,,,,,,,,,,,23,answers-20111108104724AAuBUR7_ans-0083
27438,work,work,6,,,,,lab,1,,,,,,,17,answers-20111108104724AAuBUR7_ans-0084
27439,EPM,epm,16,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0084
27440,study,study,7,a,a,,,real,1,,,,,,,29,answers-20111108104724AAuBUR7_ans-0085
27441,work,work,11,the,the,,,lab,1,,,,,,,29,answers-20111108104724AAuBUR7_ans-0085
27442,world,world,14,,,,,real,1,,,,,,,29,answers-20111108104724AAuBUR7_ans-0085
27443,situations,situation,15,,,,,,,world,world,1,,,,29,answers-20111108104724AAuBUR7_ans-0085
27444,time,time,23,some,some,,,,,,,,,,,29,answers-20111108104724AAuBUR7_ans-0085
27445,results,result,26,those,those,,,,,,,,,,,29,answers-20111108104724AAuBUR7_ans-0085
27446,thought,thought,2,Another,Another,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0086
27447,mosquito,mosquito,7,,,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0086
27448,season,season,8,a,a,,,,,mosquito,mosquito,1,hell,hell,1,16,answers-20111108104724AAuBUR7_ans-0086
27449,hell,hell,10,,,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0086
27450,EPM,epm,5,,,,,,,,,,,,,15,answers-20111108104724AAuBUR7_ans-0087
27451,symptoms,symptom,7,,,,,like,1,,,,,,,15,answers-20111108104724AAuBUR7_ans-0087
27452,fever,fever,14,a,a,,,,,,,,,,,15,answers-20111108104724AAuBUR7_ans-0087
27453,horse,horse,20,a,a,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0089
27454,issues,issue,24,these,these,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0089
27455,chiro,chiro,5,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0091
27456,horse,horse,14,this,this,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0091
27457,repoire,repoire,6,a,a,,,"good, sure",2,,,,,,,42,answers-20111108104724AAuBUR7_ans-0092
27458,horse,horse,25,this,this,,,,,,,,,,,42,answers-20111108104724AAuBUR7_ans-0092
27459,degree,degree,30,any,any,,,,,,,,,,,42,answers-20111108104724AAuBUR7_ans-0092
27460,poneh,poneh,13,this,this,,,poor,1,,,,,,,37,answers-20111108104724AAuBUR7_ans-0093
27461,chance,chance,19,the,the,,,,,,,,remission,remission,1,37,answers-20111108104724AAuBUR7_ans-0093
27462,remission,remission,21,,,,,,,,,,,,,37,answers-20111108104724AAuBUR7_ans-0093
27463,relapse,relapse,24,,,,,,,,,,,,,37,answers-20111108104724AAuBUR7_ans-0093
27464,future,future,36,the,the,,,,,,,,,,,37,answers-20111108104724AAuBUR7_ans-0093
27465,money,money,8,the,the,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0094
27466,front,front,10,,,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0094
27467,horse,horse,15,this,this,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0094
27468,pocket,pocket,6,,,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0095
27469,thousands,thousand,12,,,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0095
27470,horse,horse,15,the,the,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0095
27471,name,name,19,,,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0095
27472,blow,blow,6,a,a,,,,,,,,head,head,1,13,answers-20111108104724AAuBUR7_ans-0096
27473,head,head,9,the,the,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0096
27474,atrophy,atrophy,12,this,this,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0096
27475,birth,birth,4,a,a,,,difficult,1,,,,,,,5,answers-20111108104724AAuBUR7_ans-0097
27476,birth,birth,6,,,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0099
27477,stroke,stroke,11,a,a,,,slight,1,,,,,,,12,answers-20111108104724AAuBUR7_ans-0100
27478,prospect,prospect,20,a,a,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0101
27479,future,future,5,the,the,,,,,,,,,,,14,answers-20111108104724AAuBUR7_ans-0102
27480,customer,customer,3,,,,,,,,,,,,,4,reviews-160442-0001
27481,service,service,4,,,,,bad,1,customer,customer,1,,,,4,reviews-160442-0001
27482,salon,salon,6,this,this,,,,,,,,,,,17,reviews-160442-0002
27483,hair,hair,15,,,,,,,,,,,,,17,reviews-160442-0002
27484,job,job,6,a,a,,,bad,1,,,,,,,29,reviews-160442-0003
27485,hair,hair,9,,,,,,,,,,,,,29,reviews-160442-0003
27486,hair,hair,28,,,,,,,,,,,,,29,reviews-160442-0003
27487,people,people,6,,,,,"Rude, insensitive, discourteous",3,,,,,,,7,reviews-160442-0004
27488,Doc,doc,2,,,,,Great,1,,,,,,,2,reviews-267793-0001
27489,neck,neck,5,,,,,,,,,,,,,19,reviews-267793-0002
27490,snowboard,snowboard,8,,,,,,,,,,,,,19,reviews-267793-0002
27491,injury,injury,9,a,a,,,,,snowboard,snowboard,1,,,,19,reviews-267793-0002
27492,doctor,doctor,18,a,a,,,regular,1,,,,,,,19,reviews-267793-0002
27493,pain,pain,5,,,,,,,,,,,,,24,reviews-267793-0003
27494,meds,med,6,,,,,,,pain,pain,1,,,,24,reviews-267793-0003
27495,drugs,drug,9,,,,,other,1,,,,,,,24,reviews-267793-0003
27496,bodytalk,bodytalk,14,,,,,,,,,,,,,24,reviews-267793-0003
27497,method,method,15,,,,,unusual,1,bodytalk,bodytalk,1,,,,24,reviews-267793-0003
27498,results,result,21,the,the,,,,,,,,,,,24,reviews-267793-0003
27499,neck,neck,2,,,,,,,,,,,,,5,reviews-267793-0004
27500,Wedding,wedding,2,,,11/7/08,11/7/08,,,,,,,,,3,reviews-029218-0001
27501,wedding,wedding,5,,,,,,,,,,,,,12,reviews-029218-0002
27502,company,company,3,,,,,,,,,,,,,13,reviews-029218-0003
27503,times,time,11,,,10,10,,,,,,,,,13,reviews-029218-0003
27504,food,food,2,The,The,,,,,,,,,,,6,reviews-029218-0004
27505,cater,cater,5,a,a,,,affordable,1,,,,,,,18,reviews-029218-0005
27506,ones,one,17,the,the,,,,,,,,,,,18,reviews-029218-0005
27507,Thanks,thanks,1,,,,,,,,,,,,,5,reviews-029218-0006
27508,Tattoo,tattoo,2,,,,,,,,,,,,,3,reviews-363234-0001
27509,Shop,shop,3,,,,,Excellent,1,Tattoo,tattoo,1,,,,3,reviews-363234-0001
27510,tattoo,tattoo,5,a,a,,,,,,,,,,,15,reviews-363234-0002
27511,shop,shop,2,The,The,,,,,,,,,,,16,reviews-363234-0004
27512,service,service,7,the,the,,,,,,,,,,,16,reviews-363234-0004
27513,employees,employee,12,the,the,,,,,,,,,,,16,reviews-363234-0004
27514,guys,guy,15,,,,,fun,1,,,,,,,16,reviews-363234-0004
27515,shop,shop,6,this,this,,,,,,,,,,,16,reviews-363234-0005
27516,tattoo,tattoo,14,a,a,,,quality,1,,,,,,,16,reviews-363234-0005
27517,care,care,5,,,,,,,,,,,,,10,reviews-044427-0002
27518,ants,ant,8,the,the,,,,,,,,,,,10,reviews-044427-0002
27519,location,location,5,the,the,,,,,,,,,,,13,reviews-044427-0003
27520,neighbors,neighbor,9,the,the,,,kind,1,,,,,,,13,reviews-044427-0003
27521,problem,problem,4,a,a,,,,,,,,staff,staff,1,17,reviews-044427-0004
27522,staff,staff,7,the,the,,,,,,,,,,,17,reviews-044427-0004
27523,pool,pool,3,the,the,,,,,,,,,,,6,reviews-044427-0005
27524,BBQ,bbq,5,,,,,,,,,,,,,6,reviews-044427-0005
27525,ants,ant,4,the,the,,,,,,,,,,,12,reviews-044427-0006
27526,star,star,11,a,a,3,3,,,,,,,,,12,reviews-044427-0006
27527,pet,pet,2,,,,,,,,,,,,,3,reviews-397066-0001
27528,care,care,3,,,,,Great,1,pet,pet,1,,,,3,reviews-397066-0001
27529,times,time,8,,,,,several,1,,,,,,,20,reviews-397066-0002
27530,care,care,15,,,,,great,1,,,,,,,20,reviews-397066-0002
27531,dogs,dog,19,,,two,two,,,,,,,,,20,reviews-397066-0002
27532,compassion,compassion,7,,,,,great,1,,,,animals,animal,1,10,reviews-397066-0003
27533,animals,animal,9,,,,,,,,,,,,,10,reviews-397066-0003
27534,testament,testament,3,The,The,,,real,1,,,,,,,19,reviews-397066-0004
27535,animals,animal,12,,,,,,,,,,,,,19,reviews-397066-0004
27536,price,price,30,,,,,less,1,,,,,,,31,reviews-029870-0001
27537,tour,tour,4,,,,,,,,,,,,,18,reviews-029870-0002
27538,adventure,adventure,10,,,,,,,,,,,,,18,reviews-029870-0002
27539,tour,tour,11,,,,,valuable,1,adventure,adventure,1,,,,18,reviews-029870-0002
27540,heritage,heritage,14,,,,,,,,,,,,,18,reviews-029870-0002
27541,tours,tour,15,,,,,,,heritage,heritage,1,,,,18,reviews-029870-0002
27542,Thanks,thanks,1,,,,,,,,,,,,,6,reviews-029870-0003
27543,guys,guy,2,these,these,,,,,,,,,,,5,reviews-341397-0001
27544,garage,garage,4,,,,,,,,,,,,,12,reviews-341397-0002
27545,doors,door,5,,,,,,,garage,garage,1,,,,12,reviews-341397-0002
27546,hour,hour,11,an,an,,,less,1,,,,,,,12,reviews-341397-0002
27547,guy,guy,2,the,the,,,,,,,,,,,25,reviews-341397-0003
27548,time,time,5,,,,,,,,,,,,,25,reviews-341397-0003
27549,breaks,break,11,any,any,,,,,,,,,,,25,reviews-341397-0003
27550,job,job,21,the,the,,,,,,,,,,,25,reviews-341397-0003
27551,way,way,9,the,the,,,,,,,,,,,13,reviews-341397-0004
27552,garage,garage,11,,,,,,,,,,,,,13,reviews-341397-0004
27553,JOB,job,2,,,,,GREAT,1,,,,,,,4,reviews-341397-0005
27554,GUYS,guy,3,,,,,,,,,,,,,4,reviews-341397-0005
27555,price,price,11,the,the,,,,,,,,,,,34,reviews-365630-0002
27556,computer,computer,21,,,,,,,,,,,,,34,reviews-365630-0002
27557,day,day,25,the,the,,,next,1,,,,,,,34,reviews-365630-0002
27558,professionalism,professionalism,29,the,the,,,,,,,,,,,34,reviews-365630-0002
27559,time,time,4,the,the,,,,,,,,,,,21,reviews-365630-0003
27560,things,thing,7,,,,,,,,,,,,,21,reviews-365630-0003
27561,computer,computer,12,,,,,,,,,,,,,21,reviews-365630-0003
27562,office,office,2,This,This,,,,,,,,,,,5,reviews-063690-0001
27563,service,service,10,all,all,,,great,1,,,,,,,23,reviews-063690-0003
27564,product,product,13,,,,,great,1,,,,,,,23,reviews-063690-0003
27565,price,price,19,the,the,,,best,1,,,,,,,23,reviews-063690-0003
27566,way,way,14,the,the,,,same,1,,,,,,,15,reviews-063690-0004
27567,years,year,7,,,,,,,,,,,,,10,reviews-063690-0005
27568,Attorney,attorney,2,,,,,Criminal,1,,,,,,,3,reviews-068009-0001
27569,Attorney,attorney,3,,,,,Criminal,1,,,,,,,19,reviews-068009-0002
27570,rights,right,13,,,,,,,,,,,,,19,reviews-068009-0002
27571,outcome,outcome,18,a,a,,,successful,1,,,,,,,19,reviews-068009-0002
27572,defense,defense,5,,,,,criminal,1,,,,,,,33,reviews-068009-0003
27573,attorney,attorney,6,a,a,,,qualified,1,defense,defense,1,,,,33,reviews-068009-0003
27574,angle,angle,15,every,every,,,"possible, legal",2,,,,case,case,1,33,reviews-068009-0003
27575,stone,stone,20,no,no,,,,,,,,,,,33,reviews-068009-0003
27576,case,case,25,,,,,,,,,,,,,33,reviews-068009-0003
27577,result,result,31,the,the,,,"favorable, possible",2,,,,,,,33,reviews-068009-0003
27578,Food,food,1,,,,,,,,,,,,,3,reviews-325292-0001
27579,times,time,8,,,,,,,,,,,,,24,reviews-325292-0002
27580,time,time,11,every,every,,,,,,,,,,,24,reviews-325292-0002
27581,food,food,12,,,,,,,,,,,,,24,reviews-325292-0002
27582,food,food,4,,,,,hot,1,,,,,,,12,reviews-325292-0003
27583,ways,way,7,both,both,,,,,,,,,,,12,reviews-325292-0003
27584,Price,price,1,,,,,,,,,,,,,6,reviews-325292-0004
27585,taste,taste,3,,,,,,,,,,,,,6,reviews-325292-0004
27586,food,food,10,,,,,,,,,,,,,14,reviews-325292-0005
27587,$,$,4,,,,,FAST,1,,,,,,,4,reviews-154157-0001
27588,team,team,12,,,,,whole,1,,,,,,,16,reviews-154157-0002
27589,uniforms,uniform,14,,,,,,,,,,,,,16,reviews-154157-0002
27590,half,half,5,,,,,less,1,,,,price,price,1,22,reviews-154157-0003
27591,price,price,8,the,the,,,,,,,,quote,quote,1,22,reviews-154157-0003
27592,quote,quote,12,the,the,,,cheapest,1,,,,,,,22,reviews-154157-0003
27593,work,work,18,,,,,,,,,,,,,22,reviews-154157-0003
27594,notch,notch,21,,,,,top,1,,,,,,,22,reviews-154157-0003
27595,earth,earth,3,,,,,,,,,,,,,7,reviews-154157-0004
27596,service,service,6,,,,,fast,1,,,,,,,7,reviews-154157-0004
27597,coats,coat,7,some,some,,,lab,1,,,,,,,11,reviews-154157-0005
27598,weekend,weekend,10,this,this,,,,,,,,,,,11,reviews-154157-0005
27599,children,child,6,,,,,,,,,,,,,9,reviews-106150-0002
27600,school,school,7,,,,,,,,,,,,,11,reviews-106150-0003
27601,weekends,weekend,10,the,the,,,,,,,,,,,11,reviews-106150-0003
27602,son,son,6,,,,,older,1,,,,,,,20,reviews-106150-0004
27603,kindergarten,kindergarten,8,,,,,,,,,,,,,20,reviews-106150-0004
27604,teacher,teacher,15,,,,,,,,,,,,,20,reviews-106150-0004
27605,friends,friend,17,,,,,,,,,,,,,20,reviews-106150-0004
27606,day,day,19,every,every,,,,,,,,,,,20,reviews-106150-0004
27607,infant,infant,2,,,,,,,,,,,,,14,reviews-106150-0005
27608,day,day,6,every,every,,,,,,,,,,,14,reviews-106150-0005
27609,hours,hour,9,,,3,3,,,,,,,,,40,reviews-326112-0002
27610,premises,premise,15,,,,,,,,,,,,,40,reviews-326112-0002
27611,PAT,pat,17,,,,,,,,,,,,,40,reviews-326112-0002
27612,barn,barn,25,,,,,,,,,,,,,40,reviews-326112-0002
27613,dance,dance,26,,,,,,,barn,barn,1,,,,40,reviews-326112-0002
27614,band,band,27,,,,,,,,,,,,,40,reviews-326112-0002
27615,equipment,equipment,28,all,all,,,,,"dance, band","dance, band",2,,,,40,reviews-326112-0002
27616,certificate,certificate,33,a,a,,,,,,,,,,,40,reviews-326112-0002
27617,p,p,37,,,70,70,,,,,,unit,unit,1,40,reviews-326112-0002
27618,unit,unit,39,,,,,,,,,,,,,40,reviews-326112-0002
27619,service,service,6,,,,,Fantastic,1,,,,,,,7,reviews-326112-0003
27620,florist,florist,3,,,,,favorite,1,,,,,,,4,reviews-355325-0001
27621,college,college,9,,,,,,,,,,,,,21,reviews-355325-0002
27622,mom,mom,13,,,,,,,,,,,,,21,reviews-355325-0002
27623,birthday,birthday,17,,,,,,,,,,,,,21,reviews-355325-0002
27624,flowers,flower,18,,,,,,,birthday,birthday,1,,,,21,reviews-355325-0002
27625,place,place,11,,,,,favorite,1,,,,,,,19,reviews-355325-0004
27626,flowers,flower,14,,,,,,,,,,friends,friend,1,19,reviews-355325-0004
27627,friends,friend,16,,,,,,,,,,,,,19,reviews-355325-0004
27628,coworkers,coworker,18,,,,,,,,,,,,,19,reviews-355325-0004
27629,Hands,hand,1,,,,,,,,,,,,,9,reviews-355325-0005
27630,place,place,5,,,,,best,1,,,,area,area,1,9,reviews-355325-0005
27631,area,area,8,the,the,,,,,,,,,,,9,reviews-355325-0005
27632,bagels,bagel,2,,,,,Excellent,1,,,,,,,6,reviews-059005-0002
27633,service,service,5,,,,,excellent,1,,,,,,,6,reviews-059005-0002
27634,morning,morning,6,every,every,,,,,,,,,,,23,reviews-059005-0003
27635,bagels,bagel,9,,,,,,,,,,,,,23,reviews-059005-0003
27636,co-workers,co-worker,14,,,,,,,,,,,,,23,reviews-059005-0003
27637,employees,employee,17,the,the,,,,,,,,,,,23,reviews-059005-0003
27638,problem,problem,6,a,a,,,,,,,,hours,hour,1,17,reviews-059005-0005
27639,hours,hour,9,,,,,,,,,,,,,17,reviews-059005-0005
27640,mornings,morning,16,the,the,,,,,,,,,,,17,reviews-059005-0005
27641,road,road,3,,,,,,,,,,,,,58,reviews-228731-0001
27642,test,test,4,the,the,,,,,road,road,1,,,,58,reviews-228731-0001
27643,driving,driving,7,a,a,,,,,,,,,,,58,reviews-228731-0001
27644,road,road,11,,,,,,,,,,,,,58,reviews-228731-0001
27645,test,test,12,the,the,,,,,road,road,1,,,,58,reviews-228731-0001
27646,driving,driving,15,,,,,,,,,,,,,58,reviews-228731-0001
27647,school,school,16,a,a,,,,,driving,driving,1,,,,58,reviews-228731-0001
27648,instructor,instructor,22,,,,,,,,,,,,,58,reviews-228731-0001
27649,street,street,29,a,a,,,narrow,1,,,,,,,58,reviews-228731-0001
27650,minute,minute,36,,,90,90,,,,,,,,,58,reviews-228731-0001
27651,lesson,lesson,37,,,one,one,,,minute,minute,1,,,,58,reviews-228731-0001
27652,skill,skill,46,the,the,,,,,,,,,,,58,reviews-228731-0001
27653,lane,lane,49,,,,,,,,,,,,,58,reviews-228731-0001
27654,Doctor,doctor,2,,,,,Great,1,,,,,,,3,reviews-115653-0001
27655,doctor,doctor,6,a,a,,,great,1,,,,,,,7,reviews-115653-0002
27656,back,back,5,,,,,,,,,,,,,19,reviews-115653-0004
27657,pain,pain,6,,,,,severe,1,back,back,1,,,,19,reviews-115653-0004
27658,point,point,9,the,the,,,,,,,,,,,19,reviews-115653-0004
27659,pain,pain,5,,,,,,,,,,,,,26,reviews-115653-0005
27660,scale,scale,6,a,a,8,8,,,pain,pain,1,,,,26,reviews-115653-0005
27661,week,week,24,a,a,,,,,,,,,,,26,reviews-115653-0005
27662,customer,customer,2,,,,,happy,1,,,,,,,2,reviews-348247-0001
27663,Windows,window,4,,,,,"Prompt, Clean",2,,,,,,,5,reviews-348247-0003
27664,pricing,pricing,2,,,,,Affordable,1,,,,,,,3,reviews-348247-0004
27665,responses,response,2,,,,,Friendly,1,,,,,,,3,reviews-348247-0005
27666,business,business,9,a,a,,,,,,,,sort,sort,1,13,reviews-348247-0006
27667,sort,sort,12,this,this,,,,,,,,,,,13,reviews-348247-0006
27668,resource,resource,11,,,,,,,,,,,,,18,reviews-348247-0007
27669,business,business,16,,,,,,,,,,,,,18,reviews-348247-0007
27670,Place,place,2,,,,,Fantastic,1,,,,,,,7,reviews-346627-0001
27671,vehicle,vehicle,7,,,,,next,1,,,,,,,7,reviews-346627-0001
27672,experience,experience,7,a,a,,,bad,1,,,,,,,11,reviews-346627-0002
27673,car,car,3,,,,,,,number,number,1,,,,11,reviews-346627-0003
27674,number,number,4,,,3,3,,,,,,,,,11,reviews-346627-0003
27675,care,care,15,,,,,good,1,,,,,,,23,reviews-346627-0004
27676,needs,need,22,,,,,,,,,,,,,23,reviews-346627-0004
27677,customer,customer,6,,,,,,,,,,,,,8,reviews-346627-0005
27678,service,service,7,,,,,great,1,customer,customer,1,,,,8,reviews-346627-0005
27679,Window,window,4,,,,,,,,,,,,,5,reviews-024132-0001
27680,Tints,tint,5,,,,,,,Window,window,1,,,,5,reviews-024132-0001
27681,job,job,12,a,a,,,Professional,1,,,,,,,35,reviews-024132-0002
27682,fuss,fuss,17,no,no,,,,,,,,,,,35,reviews-024132-0002
27683,car,car,21,the,the,,,,,,,,,,,35,reviews-024132-0002
27684,arrangement,arrangement,32,,,,,Great,1,,,,,,,35,reviews-024132-0002
27685,price,price,34,,,,,Great,1,,,,,,,35,reviews-024132-0002
27686,Thanks,thanks,1,,,,,,,,,,,,,3,reviews-024132-0004
27687,owner,owner,7,,,,,proud,1,,,,tints,tint,1,12,reviews-024132-0005
27688,tints,tint,11,,,,,rear,1,,,,,,,12,reviews-024132-0005
27689,times,time,5,this,this,,,"hard, economic",2,,,,,,,58,reviews-159485-0001
27690,money,money,11,,,,,,,,,,,,,58,reviews-159485-0001
27691,prices,price,14,,,,,reasonable,1,,,,,,,58,reviews-159485-0001
27692,quality,quality,16,,,,,top,1,,,,,,,58,reviews-159485-0001
27693,work,work,17,,,,,,,quality,quality,1,,,,58,reviews-159485-0001
27694,owner,owner,19,,,,,,,,,,,,,58,reviews-159485-0001
27695,operator,operator,20,The,The,,,,,owner,owner,1,,,,58,reviews-159485-0001
27696,work,work,26,the,the,,,,,,,,,,,58,reviews-159485-0001
27697,Helpers,helper,28,,,,,,,,,,,,,58,reviews-159485-0001
27698,guys,guy,36,,,,,,,,,,,,,58,reviews-159485-0001
27699,companies,company,43,,,,,big,1,,,,,,,58,reviews-159485-0001
27700,lot,lot,48,a,a,,,,,,,,money,money,1,58,reviews-159485-0001
27701,money,money,50,,,,,,,,,,,,,58,reviews-159485-0001
27702,top,top,54,,,,,,,,,,list,list,1,58,reviews-159485-0001
27703,list,list,57,the,the,,,,,,,,,,,58,reviews-159485-0001
27704,Thanks,thanks,58,,,,,,,,,,,,,58,reviews-159485-0001
27705,pub,pub,2,,,,,Great,1,,,,,,,2,reviews-110908-0001
27706,meal,meal,3,a,a,,,,,,,,,,,15,reviews-110908-0002
27707,pub,pub,6,this,this,,,,,,,,,,,15,reviews-110908-0002
27708,pubs,pub,9,the,the,,,nicest,1,,,,,,,36,reviews-110908-0003
27709,time,time,18,a,a,,,long,1,,,,,,,36,reviews-110908-0003
27710,decor,decor,21,the,the,,,,,,,,,,,36,reviews-110908-0003
27711,garden,garden,30,a,a,,,nice,1,,,,,,,36,reviews-110908-0003
27712,decking,decking,34,,,,,,,,,,,,,36,reviews-110908-0003
27713,area,area,35,a,a,,,lovely,1,decking,decking,1,,,,36,reviews-110908-0003
27714,beer,beer,2,,,,,Good,1,,,,,,,11,reviews-110908-0004
27715,service,service,4,,,,,good,1,,,,,,,11,reviews-110908-0004
27716,store,store,2,This,This,,,,,,,,,,,14,reviews-009596-0002
27717,store,store,9,the,the,,,worst,1,,,,,,,14,reviews-009596-0002
27718,salespeople,salespeople,2,The,The,,,,,,,,,,,22,reviews-009596-0003
27719,lines,line,8,the,the,,,,,,,,,,,22,reviews-009596-0003
27720,people,people,17,the,the,,,,,,,,,,,22,reviews-009596-0003
27721,sale,sale,21,a,a,,,,,,,,,,,22,reviews-009596-0003
27722,design,design,3,,,,,,,,,,,,,5,reviews-337971-0001
27723,work,work,4,,,,,"Great, graphic",2,design,design,1,,,,5,reviews-337971-0001
27724,jump,jump,5,,,,,,,,,,,,,29,reviews-337971-0002
27725,business,business,10,,,,,own,1,,,,,,,29,reviews-337971-0002
27726,marketing,marketing,16,,,,,,,,,,,,,29,reviews-337971-0002
27727,materials,material,17,,,,,affordable,1,marketing,marketing,1,,,,29,reviews-337971-0002
27728,logo,logo,19,,,,,more,1,,,,,,,29,reviews-337971-0002
27729,flyers,flyer,21,,,,,,,,,,,,,29,reviews-337971-0002
27730,posters,poster,23,,,,,,,,,,,,,29,reviews-337971-0002
27731,ad,ad,24,,,,,,,posters,poster,1,,,,29,reviews-337971-0002
27732,design,design,25,,,,,,,ad,ad,1,,,,29,reviews-337971-0002
27733,price,price,4,,,,,unbeatable,1,,,,town,town,1,11,reviews-337971-0003
27734,town,town,6,,,,,,,,,,,,,11,reviews-337971-0003
27735,time,time,10,,,,,,,,,,,,,11,reviews-337971-0003
27736,design,design,9,,,,,graphic,1,,,,,,,16,reviews-337971-0004
27737,firm,firm,10,this,this,,,architectural,1,,,,,,,16,reviews-337971-0004
27738,Surgeon,surgeon,2,,,,,Great,1,,,,,,,2,reviews-118718-0001
27739,wisdom,wisdom,3,,,,,,,,,,,,,7,reviews-118718-0002
27740,teeth,teeth,4,,,,,,,wisdom,wisdom,1,,,,7,reviews-118718-0002
